Age;Gender;Country;Income;ProductQuality;ServiceQuality;PurchaseFrequency;FeedbackScore;LoyaltyLevel;SatisfactionScore
21;Male;Canada;54728;7;1;8;Medium;Bronze;49.94
50;Female;France;85993;3;9;17;Medium;Gold;100.0
65;Female;Canada;30695;5;4;10;Low;Gold;91.75
18;Female;UK;48647;9;5;18;Low;Silver;100.0
30;Male;France;47750;2;4;8;Low;Bronze;61.96
20;Female;France;31088;8;4;1;High;Silver;77.53
29;Female;Germany;67069;5;9;10;Medium;Silver;92.83
46;Male;Canada;75138;7;6;8;Medium;Silver;93.76
48;Male;Germany;117140;7;3;3;Medium;Silver;91.39
58;Male;France;59381;4;7;14;High;Silver;100.0
53;Male;UK;97873;7;8;6;Low;Bronze;100.0
19;Male;USA;80070;6;4;15;High;Silver;75.85
39;Female;Canada;40381;9;7;17;High;Bronze;100.0
39;Female;Canada;104533;10;5;6;High;Silver;100.0
58;Male;UK;111997;4;3;3;Low;Gold;80.17
48;Male;UK;103173;6;10;4;Medium;Silver;100.0
69;Male;Canada;64860;4;7;3;Low;Bronze;92.6
62;Male;Canada;44908;9;5;14;High;Bronze;100.0
31;Male;UK;101560;10;3;12;Medium;Bronze;100.0
46;Female;UK;93467;1;8;3;Low;Bronze;69.25
52;Female;UK;94715;2;7;14;Low;Gold;94.73
67;Male;France;72072;8;2;8;High;Gold;100.0
26;Male;Canada;98225;5;4;7;High;Bronze;90.8
64;Male;Canada;46904;6;6;17;High;Bronze;78.44
49;Male;UK;69340;6;2;14;High;Gold;87.27
44;Female;Germany;96082;1;8;13;Medium;Gold;84.35
27;Male;USA;115883;7;6;4;Low;Silver;91.7
42;Male;Canada;70927;2;1;20;Low;Bronze;58.73
66;Male;France;56173;7;3;16;Low;Silver;96.88
62;Female;USA;119180;10;9;10;Low;Gold;100.0
50;Female;Germany;72936;5;9;2;Medium;Gold;100.0
28;Male;France;44637;4;10;10;Low;Silver;85.45
54;Male;UK;47348;9;5;7;High;Silver;95.46
26;Female;Germany;49536;9;5;8;Medium;Silver;100.0
24;Male;UK;111898;6;7;11;High;Bronze;100.0
24;Female;France;89466;1;4;14;High;Gold;62.55
51;Male;France;54881;1;8;4;Medium;Gold;62.26
36;Female;UK;62014;10;8;2;High;Gold;100.0
37;Female;USA;55379;2;7;11;Medium;Gold;60.32
67;Male;Canada;71382;2;10;1;Low;Gold;97.32
59;Male;Canada;104192;10;4;11;High;Bronze;100.0
42;Female;France;46315;8;1;11;Low;Bronze;93.78
22;Male;Germany;84426;3;3;14;Medium;Gold;58.37
65;Male;UK;33125;1;1;18;High;Silver;46.89
46;Male;Germany;32049;6;7;7;Medium;Silver;89.78
44;Male;UK;48691;8;1;19;Low;Silver;84.76
42;Female;Germany;78854;6;8;15;High;Bronze;100.0
54;Female;UK;95070;4;5;11;Medium;Silver;77.36
32;Female;France;101855;9;5;8;Low;Gold;100.0
65;Male;USA;33563;10;1;8;High;Silver;74.8
21;Male;Canada;51621;8;1;19;Medium;Silver;63.28
31;Male;Germany;110562;1;2;18;Medium;Gold;64.48
66;Male;Canada;107558;6;3;8;Low;Silver;90.2
34;Female;Germany;42620;8;1;6;High;Gold;72.12
38;Male;France;31861;4;1;16;Low;Bronze;52.02
33;Female;France;69844;9;1;13;Medium;Bronze;100.0
43;Male;Germany;80639;9;2;7;Medium;Gold;100.0
26;Female;Germany;114662;2;8;2;High;Silver;100.0
19;Male;Germany;36495;9;1;20;Low;Silver;78.51
60;Female;France;44635;3;8;8;Medium;Bronze;98.33
32;Male;USA;56830;7;6;2;Medium;Bronze;97.43
52;Female;USA;78243;10;5;1;Low;Gold;100.0
41;Male;Germany;99546;7;9;12;Low;Bronze;100.0
65;Male;UK;51897;2;1;12;High;Bronze;43.02
68;Male;USA;95879;7;1;3;Medium;Bronze;86.72
55;Male;France;98879;4;10;19;Medium;Bronze;100.0
31;Female;France;52306;8;4;20;Medium;Silver;77.29
54;Female;France;106023;8;9;12;Medium;Silver;100.0
54;Female;Canada;31063;9;4;7;Medium;Bronze;87.94
23;Male;Canada;82688;7;9;1;Medium;Gold;100.0
35;Male;France;97822;2;9;8;Low;Bronze;100.0
39;Male;USA;100492;7;9;10;Medium;Silver;100.0
35;Male;Canada;35665;4;2;7;High;Gold;59.88
68;Female;UK;32685;8;3;17;High;Silver;100.0
19;Female;Germany;115673;8;1;4;High;Gold;94.31
49;Female;Canada;80142;1;6;7;Low;Silver;53.4
34;Female;Canada;118528;8;6;14;High;Bronze;100.0
18;Female;USA;67002;10;8;8;Low;Bronze;100.0
26;Male;USA;30534;4;1;6;High;Gold;42.36
30;Female;UK;33772;2;9;1;High;Bronze;60.73
53;Female;UK;80165;10;9;3;High;Bronze;100.0
54;Female;UK;110196;8;6;3;High;Silver;100.0
47;Female;UK;95971;4;9;12;Low;Silver;100.0
48;Male;Canada;42774;10;3;12;High;Gold;100.0
40;Male;UK;115308;6;4;2;Low;Silver;97.37
67;Male;UK;77071;6;10;20;High;Bronze;100.0
45;Female;France;93718;10;4;9;Medium;Bronze;87.83
27;Female;Canada;63808;8;5;15;High;Bronze;100.0
42;Female;Canada;41553;5;1;20;High;Silver;43.22
53;Male;Canada;85389;7;3;11;Low;Bronze;91.2
43;Male;Germany;108298;6;10;19;Low;Gold;100.0
43;Male;UK;60176;6;2;3;Medium;Bronze;59.74
62;Female;UK;47039;1;6;8;Low;Gold;60.66
30;Male;UK;76979;5;5;2;Low;Bronze;65.54
34;Male;USA;88419;5;10;17;High;Gold;100.0
57;Male;USA;93610;2;8;19;High;Bronze;88.86
21;Female;USA;105183;9;7;5;High;Gold;100.0
40;Female;Germany;43407;8;1;8;Medium;Silver;75.84
52;Male;UK;78225;4;4;15;Medium;Silver;80.75
28;Male;Canada;50402;2;8;19;High;Bronze;67.16
29;Male;Canada;82652;5;1;3;Low;Bronze;54.14
26;Male;France;111778;10;2;10;Low;Bronze;100.0
32;Female;USA;92415;7;3;12;Medium;Silver;91.77
62;Female;Germany;47390;9;10;15;Low;Bronze;100.0
54;Male;France;53991;7;9;4;High;Bronze;100.0
22;Male;Germany;40182;7;3;12;High;Gold;70.68
36;Male;Canada;43543;6;9;1;Medium;Bronze;100.0
28;Male;UK;112132;9;1;9;Medium;Silver;100.0
26;Male;Canada;58188;3;3;6;Low;Gold;64.07
52;Female;Canada;113934;7;8;2;Medium;Silver;100.0
67;Female;USA;99994;10;6;5;High;Gold;100.0
44;Female;Canada;81156;2;1;18;Medium;Bronze;77.57
30;Male;Germany;84843;9;7;19;Low;Gold;100.0
29;Male;UK;104966;5;7;16;Medium;Bronze;100.0
26;Female;USA;65806;9;10;18;Medium;Bronze;100.0
59;Male;France;105132;6;9;9;Low;Gold;100.0
45;Female;Canada;116336;8;8;4;Low;Bronze;100.0
30;Male;USA;93063;5;7;1;Low;Gold;96.04
37;Female;USA;88812;1;8;6;Medium;Silver;81.48
69;Female;USA;68860;10;2;3;High;Gold;100.0
30;Male;Germany;69466;5;9;16;Low;Bronze;100.0
44;Male;France;82390;6;4;11;High;Gold;91.34
43;Male;USA;91044;5;1;2;Medium;Gold;65.14
46;Female;Germany;91696;1;4;4;Low;Gold;66.69
46;Female;France;43064;1;9;2;Low;Gold;60.62
39;Male;UK;108055;4;7;9;Medium;Bronze;89.9
26;Female;Germany;64004;7;1;7;High;Gold;60.26
41;Female;USA;48076;9;10;15;Medium;Gold;100.0
59;Female;Canada;54617;4;7;6;High;Bronze;89.2
36;Male;Germany;85082;5;9;8;High;Bronze;100.0
55;Female;UK;73101;5;5;10;Low;Silver;70.8
48;Male;France;65572;10;2;1;Low;Bronze;87.35
56;Male;UK;31175;5;1;19;Medium;Gold;77.73
32;Female;France;33074;4;8;6;High;Silver;74.48
49;Female;Germany;53815;7;8;15;High;Gold;100.0
68;Male;France;104796;1;3;4;High;Gold;71.72
63;Female;USA;79817;4;1;3;High;Silver;65.58
65;Female;Germany;78102;5;6;17;High;Silver;100.0
63;Male;Canada;41186;7;10;17;High;Silver;100.0
46;Male;UK;97294;3;6;5;Medium;Gold;82.3
69;Female;UK;45926;2;1;7;Medium;Silver;37.81
51;Female;Germany;32426;4;6;11;High;Silver;98.75
26;Male;Canada;94360;7;4;5;High;Silver;90.32
52;Female;Germany;55935;2;7;8;High;Gold;76.68
23;Male;USA;60218;7;1;9;High;Silver;46.8
54;Male;USA;118752;8;7;2;Low;Silver;100.0
31;Male;Canada;52094;6;4;10;High;Gold;75.44
64;Male;Germany;65096;9;5;5;High;Gold;100.0
67;Male;Canada;47357;1;10;5;Medium;Bronze;78.9
66;Female;Canada;96248;10;8;12;Medium;Gold;100.0
26;Female;USA;56505;2;2;19;Medium;Silver;56.77
36;Male;USA;114950;4;5;4;High;Bronze;84.76
40;Male;Canada;41948;8;8;3;Low;Bronze;89.49
58;Male;Canada;73653;3;8;16;Low;Gold;91.02
45;Male;France;48587;8;7;12;Medium;Gold;93.3
33;Male;USA;109596;4;8;9;Low;Bronze;100.0
43;Male;Canada;91004;5;6;14;Medium;Bronze;91.28
55;Female;France;105583;3;2;13;Low;Gold;57.43
57;Male;Canada;69789;6;5;11;Low;Gold;85.32
42;Male;France;71585;3;10;11;Low;Bronze;100.0
52;Female;Canada;106701;9;2;10;Medium;Gold;88.59
22;Female;Germany;35190;6;3;14;High;Bronze;72.14
24;Male;USA;80037;1;7;6;Low;Gold;60.79
40;Male;Canada;78694;10;9;17;Medium;Bronze;100.0
42;Male;UK;88803;3;2;13;High;Gold;73.58
18;Male;UK;101195;8;10;17;High;Bronze;100.0
39;Male;France;60975;2;7;8;Low;Silver;66.55
21;Male;USA;93200;8;6;17;Low;Gold;100.0
45;Female;France;54572;10;5;15;Medium;Bronze;96.89
65;Male;USA;88828;6;10;2;Medium;Silver;100.0
31;Male;UK;46865;4;10;10;Medium;Gold;100.0
50;Female;UK;40615;2;8;9;Low;Bronze;75.66
21;Male;France;43148;3;5;3;Medium;Silver;53.2
59;Female;Germany;34062;2;10;20;Low;Bronze;93.83
28;Female;UK;37582;10;5;10;Medium;Gold;83.15
56;Female;USA;61639;4;6;2;Low;Bronze;84.26
49;Male;Canada;117917;5;9;11;Medium;Gold;100.0
21;Female;Canada;40205;5;10;6;High;Silver;98.82
18;Female;Canada;110582;1;5;9;Low;Bronze;72.74
43;Male;UK;109635;9;1;19;High;Gold;87.7
50;Female;Germany;50993;1;3;13;Low;Bronze;59.53
34;Female;UK;76539;5;7;18;Medium;Gold;100.0
44;Female;USA;39785;2;7;15;High;Gold;72.01
59;Male;UK;92773;4;10;20;Medium;Bronze;100.0
22;Female;UK;115972;5;3;13;High;Gold;100.0
24;Female;UK;34350;6;3;17;Low;Gold;64.55
42;Male;UK;112470;9;4;20;High;Bronze;100.0
25;Female;USA;116344;3;3;17;Medium;Silver;83.75
51;Male;UK;32323;9;3;9;High;Silver;81.66
58;Female;Germany;50040;3;8;2;High;Gold;73.53
21;Male;France;67466;2;1;7;Low;Bronze;67.79
29;Male;USA;34804;6;10;19;Medium;Gold;96.57
48;Female;Germany;32194;5;10;16;Medium;Silver;100.0
28;Female;Canada;91028;7;1;8;High;Gold;68.43
54;Male;Canada;63551;3;2;16;High;Gold;65.53
61;Female;USA;46372;9;7;17;Low;Gold;100.0
53;Male;France;62661;1;6;19;High;Gold;85.36
62;Female;UK;31172;3;7;10;Medium;Bronze;83.74
39;Female;USA;45803;5;2;17;High;Bronze;72.51
18;Male;UK;38993;3;10;10;Medium;Gold;78.15
67;Female;UK;47604;3;6;11;High;Gold;79.0
21;Female;Canada;95999;9;5;9;Low;Bronze;100.0
53;Female;France;112497;10;1;18;Low;Silver;100.0
25;Female;UK;38671;9;10;10;Low;Silver;100.0
42;Male;USA;50045;6;2;20;High;Gold;79.34
45;Male;Canada;89540;7;8;1;Medium;Silver;100.0
69;Male;UK;46827;9;8;20;Low;Gold;100.0
55;Male;Canada;119283;6;7;15;Medium;Gold;100.0
53;Female;Canada;75161;6;3;6;Low;Gold;89.29
53;Male;USA;60153;10;1;5;Medium;Gold;92.87
60;Male;USA;114397;1;2;2;High;Bronze;78.46
58;Male;Germany;91711;1;8;3;High;Silver;73.84
63;Female;UK;102886;3;9;4;Low;Bronze;98.78
21;Female;Canada;38184;9;6;1;Medium;Gold;95.08
30;Male;Germany;41402;8;4;12;High;Silver;84.44
55;Female;USA;81197;10;4;3;Medium;Silver;98.5
62;Female;France;119173;3;10;19;High;Silver;100.0
42;Male;Canada;76196;4;6;3;High;Bronze;80.36
20;Male;France;108515;7;1;8;High;Silver;72.52
49;Male;France;79226;3;6;3;Low;Silver;81.16
56;Female;Canada;45421;9;2;3;Medium;Gold;83.72
18;Male;Germany;56593;5;5;5;Low;Silver;77.4
28;Female;Germany;98729;9;10;15;Medium;Bronze;100.0
19;Female;Canada;34102;1;9;15;Medium;Bronze;78.78
22;Male;UK;51838;9;9;6;High;Gold;100.0
39;Female;France;89091;5;1;5;Medium;Silver;65.98
63;Female;Germany;49343;4;4;15;Low;Silver;79.93
30;Male;Canada;38988;7;6;11;Low;Gold;81.25
65;Female;USA;32308;7;10;10;Medium;Silver;100.0
40;Female;USA;52847;4;8;1;High;Gold;82.82
64;Female;Canada;82622;9;4;17;High;Bronze;100.0
48;Female;UK;118453;3;10;16;Low;Silver;100.0
52;Female;USA;69728;4;10;13;Medium;Gold;100.0
55;Female;UK;98822;2;6;11;High;Gold;66.46
58;Male;Canada;76443;10;5;9;Low;Bronze;100.0
52;Male;Canada;34530;6;7;3;Low;Gold;96.42
62;Male;France;103513;6;4;6;Low;Silver;89.07
30;Male;Canada;52526;5;10;20;Medium;Bronze;100.0
24;Female;UK;55196;7;7;20;High;Gold;100.0
22;Male;Germany;98956;6;2;15;High;Silver;72.42
46;Male;USA;50228;7;6;8;High;Silver;100.0
25;Male;USA;38648;5;3;1;Low;Bronze;70.44
25;Male;France;94112;10;7;9;Low;Silver;100.0
24;Male;Germany;60500;8;8;4;Low;Silver;99.68
36;Male;UK;62052;1;1;4;High;Bronze;31.68
56;Male;UK;97160;9;1;3;High;Gold;85.65
40;Male;France;41985;2;6;1;Low;Silver;63.89
53;Male;Canada;59909;10;10;10;High;Bronze;100.0
59;Male;Germany;73816;6;10;15;Medium;Bronze;100.0
49;Male;USA;57597;6;5;6;High;Bronze;95.84
62;Female;Germany;87865;5;3;9;Medium;Bronze;84.38
21;Male;France;36236;9;7;10;Medium;Bronze;100.0
47;Female;Canada;46709;5;5;2;High;Bronze;84.19
68;Male;Germany;44982;2;2;12;Medium;Gold;64.21
59;Male;Canada;52788;7;1;7;Low;Silver;62.55
56;Female;Germany;74194;8;7;16;Low;Silver;100.0
22;Female;USA;105702;10;4;13;Low;Gold;100.0
20;Female;UK;49974;10;9;12;Medium;Gold;100.0
39;Female;Germany;100332;3;2;12;High;Bronze;77.8
45;Female;UK;97769;2;7;3;Medium;Silver;76.76
39;Female;UK;70752;1;5;15;High;Gold;62.78
39;Female;UK;47910;1;2;3;Low;Silver;48.12
51;Male;France;112378;10;5;16;High;Silver;100.0
46;Female;USA;93539;6;2;2;High;Silver;54.08
60;Female;UK;54874;3;8;10;Low;Bronze;84.13
59;Female;USA;50276;10;8;2;Medium;Bronze;100.0
30;Female;Germany;61344;1;5;14;High;Bronze;65.91
24;Male;USA;72218;5;6;10;High;Silver;86.45
27;Female;Canada;96125;1;10;16;Low;Gold;86.54
45;Female;UK;66474;9;5;11;Low;Silver;100.0
21;Female;Germany;110707;4;3;6;High;Silver;64.05
49;Female;UK;114708;1;5;14;Medium;Bronze;80.25
39;Female;UK;77885;10;10;7;Medium;Silver;100.0
37;Male;Germany;41468;5;1;1;Medium;Silver;48.11
65;Male;Germany;62656;9;4;16;High;Gold;89.05
37;Male;France;89502;6;8;12;High;Silver;100.0
23;Female;France;80982;9;3;12;Low;Gold;87.38
26;Female;France;116063;7;4;3;Medium;Gold;96.04
45;Male;USA;46789;10;6;11;Low;Gold;98.3
30;Male;Canada;118150;1;5;6;Medium;Bronze;58.49
48;Male;Canada;67112;6;6;18;Low;Silver;100.0
56;Male;USA;42842;6;6;11;High;Silver;100.0
67;Male;France;49938;7;10;10;Low;Silver;100.0
31;Male;Canada;105999;1;2;19;Low;Gold;69.09
39;Male;France;104371;5;1;7;High;Bronze;53.87
54;Male;Germany;56094;5;10;7;Medium;Gold;95.75
62;Male;USA;52496;3;4;19;Low;Bronze;53.83
41;Male;France;50970;7;3;1;Medium;Gold;83.77
25;Male;USA;77672;3;1;16;Medium;Gold;55.27
32;Female;UK;73681;4;10;17;Low;Bronze;100.0
68;Male;USA;93773;5;6;4;Low;Gold;100.0
58;Female;USA;56790;10;3;3;High;Bronze;94.73
23;Female;France;119689;7;7;6;Medium;Silver;93.99
40;Female;USA;87766;4;9;17;Medium;Silver;100.0
42;Female;UK;62071;8;9;9;Low;Bronze;100.0
48;Female;Germany;116621;9;2;2;Low;Gold;96.97
63;Male;Canada;34732;9;9;14;High;Bronze;100.0
46;Female;Germany;62354;4;7;19;High;Bronze;90.59
40;Male;USA;105531;10;4;18;High;Bronze;100.0
27;Male;UK;48844;2;10;5;Low;Gold;67.05
26;Male;UK;116925;9;4;3;High;Silver;100.0
66;Male;Germany;33840;10;7;9;High;Silver;100.0
30;Female;France;43274;1;10;18;Medium;Silver;82.76
49;Female;Canada;69334;5;4;6;Low;Bronze;75.83
66;Female;USA;103477;10;10;6;High;Silver;100.0
68;Male;USA;61712;6;5;10;Medium;Gold;86.21
62;Female;Germany;65243;10;4;11;Medium;Bronze;94.53
58;Male;UK;116366;2;6;20;Medium;Bronze;100.0
18;Female;UK;109984;1;4;4;Medium;Bronze;55.76
18;Male;France;57744;5;8;1;High;Bronze;93.06
54;Male;Canada;83203;2;3;1;High;Bronze;66.5
57;Female;USA;40244;6;1;5;Medium;Gold;81.05
35;Female;Germany;61790;9;2;3;Medium;Silver;93.88
53;Male;France;116416;1;1;7;Low;Bronze;65.96
48;Female;Canada;55888;7;9;17;Medium;Gold;100.0
18;Male;USA;55257;10;4;12;Medium;Bronze;100.0
64;Female;Canada;50374;4;5;8;Low;Bronze;91.14
69;Male;USA;34677;1;6;3;Low;Gold;73.37
53;Male;Canada;31329;6;5;6;Medium;Gold;90.79
26;Male;Canada;68629;4;5;13;Low;Bronze;80.59
39;Female;Germany;69939;4;9;3;High;Gold;100.0
45;Male;France;115989;6;6;8;High;Gold;100.0
43;Male;UK;98174;6;2;20;High;Bronze;86.95
69;Male;Canada;112621;9;9;4;Low;Gold;100.0
27;Female;Germany;118890;8;5;2;Low;Gold;86.19
64;Female;UK;68036;8;9;12;Low;Silver;100.0
20;Male;France;36415;9;6;10;Low;Gold;100.0
19;Female;France;103029;4;1;5;Low;Bronze;41.46
54;Male;Canada;53175;7;9;10;Medium;Gold;100.0
48;Male;USA;51984;5;8;9;Medium;Bronze;84.92
50;Female;France;73836;1;1;1;High;Gold;63.02
49;Male;Germany;100530;3;7;15;Medium;Silver;99.81
60;Male;Canada;59613;7;5;12;High;Silver;100.0
29;Female;France;107245;3;3;5;High;Bronze;92.4
20;Male;Canada;97606;9;2;14;Medium;Gold;94.98
65;Male;USA;68140;4;9;1;Medium;Bronze;87.89
43;Female;France;93111;2;7;10;Medium;Gold;100.0
31;Male;Canada;33987;6;2;7;Low;Silver;65.47
29;Male;Germany;59749;7;5;15;Medium;Bronze;100.0
69;Male;France;88259;9;1;17;Medium;Bronze;98.51
43;Male;USA;35377;1;9;8;Low;Silver;76.68
33;Female;UK;54334;6;9;10;Low;Bronze;100.0
25;Male;UK;33520;5;6;11;Low;Bronze;74.61
66;Male;Canada;71966;2;2;17;High;Silver;63.86
66;Female;France;30865;6;5;2;Medium;Bronze;84.96
45;Female;France;71068;1;6;10;Medium;Bronze;72.38
24;Male;USA;98039;9;9;11;Medium;Silver;100.0
32;Female;UK;37051;6;1;3;High;Gold;46.79
58;Female;Germany;113939;3;8;19;High;Silver;100.0
53;Male;UK;67586;2;2;15;Medium;Silver;44.74
25;Male;France;113293;9;3;18;Low;Gold;98.92
27;Female;Germany;30965;10;1;11;Low;Gold;77.34
32;Female;Germany;114200;6;7;5;High;Silver;100.0
35;Male;USA;85699;1;4;11;High;Bronze;66.8
63;Male;Canada;111265;2;7;2;Low;Silver;91.3
54;Female;Canada;78014;2;9;6;Medium;Silver;95.41
58;Female;USA;75682;9;3;9;Low;Gold;100.0
62;Male;France;41044;1;3;9;Low;Bronze;55.6
68;Female;France;114635;8;10;14;High;Silver;100.0
60;Female;Canada;107578;8;6;15;High;Bronze;100.0
61;Female;UK;100981;8;8;15;Medium;Silver;100.0
52;Male;USA;93743;7;8;5;Medium;Gold;99.83
19;Female;UK;59210;5;5;16;High;Bronze;70.82
39;Female;USA;60505;9;6;1;High;Bronze;89.21
32;Male;USA;48940;10;4;17;Medium;Bronze;94.33
54;Female;Canada;61570;2;1;3;High;Gold;39.97
56;Male;Canada;53504;9;4;9;Medium;Silver;100.0
53;Male;UK;101431;3;2;8;Low;Silver;55.66
22;Male;France;72042;7;5;1;High;Silver;72.46
65;Male;Germany;118692;3;9;1;Low;Silver;100.0
32;Female;UK;105707;6;6;2;Medium;Gold;98.54
44;Male;USA;45326;9;10;20;Low;Silver;100.0
33;Female;Germany;57453;6;6;10;High;Silver;87.6
53;Male;Germany;74050;2;5;19;Medium;Silver;91.88
55;Female;Germany;47194;1;10;11;High;Gold;100.0
35;Male;Germany;34027;5;10;13;Low;Gold;97.93
52;Female;Germany;109282;2;4;9;Medium;Silver;86.37
42;Male;UK;58479;9;10;20;Low;Bronze;100.0
39;Male;Canada;86897;1;9;1;Medium;Silver;82.09
48;Male;Canada;98421;4;1;19;High;Silver;70.68
54;Male;USA;73482;6;9;19;Medium;Gold;100.0
51;Male;France;56927;5;10;1;High;Silver;85.34
40;Female;UK;35139;2;10;8;Medium;Bronze;78.38
33;Male;Germany;39666;7;6;1;Low;Bronze;78.33
23;Male;Canada;45399;4;6;3;Medium;Gold;65.09
32;Female;USA;70805;1;6;1;Medium;Gold;65.63
35;Female;Germany;88897;8;9;19;Medium;Bronze;100.0
55;Male;USA;53435;10;6;4;Low;Gold;100.0
30;Male;Germany;56607;7;6;1;High;Bronze;78.58
41;Male;Germany;115842;10;3;5;Medium;Silver;99.12
30;Female;Canada;73673;4;2;20;Medium;Bronze;88.75
18;Female;Canada;112272;1;2;19;Low;Silver;62.78
65;Male;Germany;48720;7;10;16;Medium;Silver;100.0
53;Male;Canada;82869;3;1;2;Low;Silver;44.4
66;Male;UK;41705;8;4;11;Low;Gold;99.83
35;Female;Germany;32232;10;1;9;Medium;Bronze;71.76
65;Male;Canada;102319;6;7;20;Medium;Gold;100.0
50;Male;USA;68315;7;1;2;Low;Bronze;79.38
55;Male;USA;60388;10;3;10;Low;Gold;92.5
60;Male;USA;37322;5;5;14;Medium;Gold;80.96
23;Male;France;79331;8;2;12;Low;Bronze;94.38
34;Male;USA;75907;3;7;9;Low;Gold;80.41
21;Male;USA;44057;2;8;20;High;Gold;62.26
31;Female;UK;47360;1;6;17;Low;Silver;61.5
47;Female;UK;88098;10;2;4;Medium;Gold;84.0
63;Female;France;40416;4;8;12;Low;Silver;80.73
37;Female;UK;81402;5;5;11;High;Silver;98.32
25;Female;Canada;118490;8;8;18;Low;Bronze;100.0
19;Male;USA;71203;3;5;19;High;Gold;74.17
54;Female;Canada;88215;6;6;8;Low;Bronze;97.06
21;Male;France;37030;8;5;3;Medium;Gold;80.29
27;Female;Canada;76435;9;7;15;Low;Bronze;100.0
37;Male;Canada;62590;6;5;16;High;Silver;93.66
52;Female;Canada;49157;7;5;16;High;Gold;88.11
65;Female;UK;113928;7;10;9;High;Silver;100.0
27;Male;USA;34114;3;4;17;High;Gold;66.73
45;Female;Canada;43084;9;9;20;Low;Bronze;100.0
32;Male;Germany;111399;10;9;14;Low;Bronze;100.0
53;Male;USA;119298;3;1;11;High;Bronze;72.77
18;Female;USA;104690;6;9;14;High;Bronze;93.09
39;Female;Germany;36752;8;7;15;Low;Bronze;100.0
44;Female;France;50823;10;2;4;Low;Silver;73.73
46;Male;France;78677;10;10;18;Medium;Silver;100.0
32;Female;USA;44754;1;2;12;Low;Bronze;44.69
27;Male;UK;84832;7;7;1;Low;Bronze;100.0
37;Female;France;54513;6;4;6;High;Bronze;74.46
39;Female;France;88450;4;6;2;Low;Silver;84.9
67;Male;Canada;34646;5;8;19;Medium;Bronze;91.98
65;Female;Canada;75614;2;9;16;High;Bronze;99.63
26;Female;France;77776;8;6;4;High;Silver;95.07
68;Male;UK;59018;8;5;1;Medium;Gold;89.83
49;Female;Canada;32737;9;3;6;Medium;Gold;84.82
34;Male;UK;119793;2;2;13;High;Gold;60.31
59;Female;USA;116409;5;9;17;High;Bronze;100.0
36;Female;UK;42187;7;1;6;Medium;Bronze;52.99
57;Female;Canada;109531;10;10;12;Medium;Gold;100.0
44;Female;Germany;107308;3;6;19;High;Bronze;75.01
68;Male;UK;52750;10;3;6;Low;Silver;100.0
54;Male;France;118604;4;7;11;Low;Bronze;99.12
51;Female;UK;67927;3;9;17;Low;Gold;100.0
64;Male;UK;79374;4;6;4;High;Silver;79.97
66;Female;UK;95256;7;9;6;Low;Gold;100.0
27;Male;France;82636;8;1;4;Low;Silver;73.34
47;Female;UK;40371;6;9;7;High;Bronze;100.0
38;Male;Germany;71296;9;7;1;High;Gold;97.56
38;Male;France;115968;5;9;11;Low;Gold;100.0
51;Male;Germany;89794;10;9;11;Medium;Silver;100.0
26;Male;Germany;111839;2;10;3;Medium;Silver;93.25
51;Female;Germany;80370;1;4;4;Medium;Bronze;49.09
67;Male;France;33833;7;5;7;High;Silver;70.15
29;Male;Canada;89872;1;3;13;Medium;Gold;66.36
64;Male;France;119700;2;3;5;Medium;Bronze;55.69
38;Male;UK;94425;6;7;2;High;Bronze;82.11
37;Male;Germany;106241;8;9;18;High;Bronze;100.0
23;Male;UK;100100;10;1;20;High;Gold;99.5
67;Male;Germany;68201;8;10;9;Medium;Gold;100.0
62;Female;Germany;48263;8;8;15;Low;Bronze;100.0
53;Female;UK;116671;7;4;10;High;Gold;100.0
29;Female;USA;55469;2;9;1;High;Gold;65.57
58;Male;Germany;90610;3;10;11;High;Gold;100.0
48;Male;USA;92352;5;6;11;Medium;Bronze;91.99
19;Female;France;36432;4;10;10;High;Silver;73.06
33;Female;Germany;42742;2;7;13;Medium;Gold;75.6
18;Female;Germany;111511;6;1;10;Medium;Silver;84.9
21;Male;France;119749;9;5;5;Low;Silver;100.0
64;Female;UK;61494;3;2;19;Low;Silver;68.25
69;Female;UK;95289;9;8;4;Medium;Bronze;100.0
18;Male;USA;71613;7;5;8;Medium;Silver;78.73
69;Female;France;48590;5;10;3;Medium;Silver;100.0
64;Female;Germany;53299;5;1;11;Low;Silver;60.26
52;Male;USA;97119;8;8;18;High;Bronze;100.0
30;Male;UK;87406;8;9;16;Low;Bronze;100.0
67;Female;Germany;41881;3;10;1;Low;Bronze;98.91
62;Female;UK;75827;2;7;20;High;Silver;100.0
59;Female;USA;91646;8;2;8;High;Bronze;88.11
48;Female;UK;108392;6;5;14;Medium;Gold;100.0
37;Male;UK;85649;2;5;11;Low;Gold;67.47
24;Male;France;49020;2;5;6;Medium;Gold;49.37
57;Male;USA;90438;1;3;8;High;Bronze;64.8
50;Male;Germany;42665;1;2;12;High;Silver;44.22
45;Male;UK;80612;5;2;10;Medium;Silver;63.18
67;Male;UK;47522;9;7;18;Low;Gold;100.0
61;Female;Canada;46079;6;2;9;High;Bronze;86.33
67;Female;USA;69450;6;5;2;High;Bronze;98.28
61;Female;USA;70033;8;4;6;Medium;Bronze;100.0
37;Male;Germany;116484;3;10;17;Low;Silver;100.0
49;Female;France;106448;3;7;7;Medium;Gold;93.68
